imdb_code,title,rating,release_year,cast,cast_names,cast_roles,Plot Summary
14661428,Life and Death,7.5,2021,"[('Nathan Fillion', <Character id:None[http] name:_John Nolan_>), ('Shawn Ashmore', <Character id:None[http] name:_Wesley Evers_>), ('Mekia Cox', <Character id:None[http] name:_Nyla Harper_>), ('Alyssa Diaz', <Character id:None[http] name:_Angela Lopez_>), ('Richard T. Jones', <Character id:None[http] name:_Wade Grey_>), (""Melissa O'Neil"", <Character id:None[http] name:_Lucy Chen_>), ('Eric Winter', <Character id:None[http] name:_Tim Bradford_>), ('Camille Guaty', <Character id:None[http] name:_Sandra de La Cruz_>), ('Kamar de los Reyes', <Character id:None[http] name:_Ryan Caradine_>), ('Kyle Secor', <Character id:None[http] name:_Special Agent Sam Taggart_>), ('Gigi Zumbado', <Character id:None[http] name:_Abril Rodas_>), ('Brandon Jay McLaren', <Character id:None[http] name:_Elijah Stone_>), ('Onahoua Rodriguez', <Character id:None[http] name:_Juana Solaris_>), ('Elena Campbell-Martinez', <Character id:None[http] name:_Dr. Morales_>), ('Joshua Malina', <Character id:None[http] name:_Max_>), ('Jose Velazquez', <Character id:None[http] name:_Armando De Leon_>), ('Tiago Roberts', <Character id:None[http] name:_Bastian_>), ('Chuck Ashworth', <Character id:None[http] name:_SWAT Sergeant_>), ('Omar Cook', <Character id:None[http] name:_Elijah's Bodyguard_>), ('Jaylen Davis', <Character id:None[http] name:_Elijah's Bodyguard_>), ('Chavo Guerrero Jr.', <Character id:None[http] name:_Ethan_>)]","['Nathan Fillion', 'Shawn Ashmore', 'Mekia Cox', 'Alyssa Diaz', 'Richard T. Jones', ""Melissa O'Neil"", 'Eric Winter', 'Camille Guaty', 'Kamar de los Reyes', 'Kyle Secor', 'Gigi Zumbado', 'Brandon Jay McLaren', 'Onahoua Rodriguez', 'Elena Campbell-Martinez', 'Joshua Malina', 'Jose Velazquez', 'Tiago Roberts', 'Chuck Ashworth', 'Omar Cook', 'Jaylen Davis', 'Chavo Guerrero Jr.']","[<Character id:None[http] name:_John Nolan_>, <Character id:None[http] name:_Wesley Evers_>, <Character id:None[http] name:_Nyla Harper_>, <Character id:None[http] name:_Angela Lopez_>, <Character id:None[http] name:_Wade Grey_>, <Character id:None[http] name:_Lucy Chen_>, <Character id:None[http] name:_Tim Bradford_>, <Character id:None[http] name:_Sandra de La Cruz_>, <Character id:None[http] name:_Ryan Caradine_>, <Character id:None[http] name:_Special Agent Sam Taggart_>, <Character id:None[http] name:_Abril Rodas_>, <Character id:None[http] name:_Elijah Stone_>, <Character id:None[http] name:_Juana Solaris_>, <Character id:None[http] name:_Dr. Morales_>, <Character id:None[http] name:_Max_>, <Character id:None[http] name:_Armando De Leon_>, <Character id:None[http] name:_Bastian_>, <Character id:None[http] name:_SWAT Sergeant_>, <Character id:None[http] name:_Elijah's Bodyguard_>, <Character id:None[http] name:_Elijah's Bodyguard_>, <Character id:None[http] name:_Ethan_>]","""Life and Death,"" an episode of *Tales of the Jedi*, focuses on Ahsoka Tano as an infant. After being taken from her parents by a Jedi Master, she is brought to the Jedi Temple on Coruscant. However, her parents are distraught at the loss of their child and want to reclaim her from the Jedi. 
"
522966,The Phantom Menace,6.5,1999,"[('Jennie Garth', <Character id:None[http] name:_Kelly Taylor_>), ('Ian Ziering', <Character id:None[http] name:_Steve Sanders_>), ('Brian Austin Green', <Character id:None[http] name:_David Silver_>), ('Tori Spelling', <Character id:None[http] name:_Donna Martin_>), ('Vincent Young', <Character id:None[http] name:_Noah Hunter_>), ('Vanessa Marcil', <Character id:None[http] name:_Gina Kincaid_>), ('Lindsay Price', <Character id:None[http] name:_Janet Sosna_>), ('Daniel Cosgrove', <Character id:None[http] name:_Matt Durning_>), ('Joe E. Tata', <Character id:None[http] name:_Nat Bussichio_>), ('Luke Perry', <Character id:None[http] name:_Dylan McKay_>), ('Shawn Christian', <Character id:None[http] name:_Wayne_>), ('Cliff Dorfman', <Character id:None[http] name:_Joe Patch_>), ('Phil Morris', <Character id:None[http] name:_Detective Hayes_>), ('Elizabeth Bogush', <Character id:None[http] name:_Cherise_>), ('Katherine Disque', <Character id:None[http] name:_TV Reporter_>), ('Kevin Fry', <Character id:None[http] name:_Officer Thompson_>), ('Hilary Angelo', <Character id:None[http] name:_Sally_>), ('David Saunders', <Character id:None[http] name:_Paramedic_>), ('Joe Torrenueva', <Character id:None[http] name:_Hector_>), ('Ariane Von Kamp', <Character id:None[http] name:_After Dark Clubgoer_>), ('Uwe Schwarzwalder', <Character id:None[http] name:_Mall Shopper_>)]","['Jennie Garth', 'Ian Ziering', 'Brian Austin Green', 'Tori Spelling', 'Vincent Young', 'Vanessa Marcil', 'Lindsay Price', 'Daniel Cosgrove', 'Joe E. Tata', 'Luke Perry', 'Shawn Christian', 'Cliff Dorfman', 'Phil Morris', 'Elizabeth Bogush', 'Katherine Disque', 'Kevin Fry', 'Hilary Angelo', 'David Saunders', 'Joe Torrenueva', 'Ariane Von Kamp', 'Uwe Schwarzwalder']","[<Character id:None[http] name:_Kelly Taylor_>, <Character id:None[http] name:_Steve Sanders_>, <Character id:None[http] name:_David Silver_>, <Character id:None[http] name:_Donna Martin_>, <Character id:None[http] name:_Noah Hunter_>, <Character id:None[http] name:_Gina Kincaid_>, <Character id:None[http] name:_Janet Sosna_>, <Character id:None[http] name:_Matt Durning_>, <Character id:None[http] name:_Nat Bussichio_>, <Character id:None[http] name:_Dylan McKay_>, <Character id:None[http] name:_Wayne_>, <Character id:None[http] name:_Joe Patch_>, <Character id:None[http] name:_Detective Hayes_>, <Character id:None[http] name:_Cherise_>, <Character id:None[http] name:_TV Reporter_>, <Character id:None[http] name:_Officer Thompson_>, <Character id:None[http] name:_Sally_>, <Character id:None[http] name:_Paramedic_>, <Character id:None[http] name:_Hector_>, <Character id:None[http] name:_After Dark Clubgoer_>, <Character id:None[http] name:_Mall Shopper_>]","Two Jedi Knights, Qui-Gon Jinn and his apprentice Obi-Wan Kenobi, are tasked with negotiating a trade dispute with the greedy Trade Federation. However, the Federation, under the influence of the mysterious Darth Sidious, attacks Naboo. The Jedi escape and rescue Queen Amidala, seeking help from the Galactic Senate. During their journey, they land on Tatooine and discover Anakin Skywalker, a young slave with exceptional Force abilities. Qui-Gon believes Anakin is the prophesied ""Chosen One"" and brings him along as they attempt to rally support against the Trade Federation's invasion. Ultimately, Qui-Gon and Obi-Wan battle Darth Maul, while Queen Amidala leads her people in a fight to liberate Naboo.
"
20764574,The Sith Lord,9.2,2022,"[('Ian McDiarmid', <Character id:None[http] name:_Darth Sidious_>), ('Corey Burton', <Character id:None[http] name:_Dooku_>), ('Meg Marchand', <Character id:None[http] name:_Jedi Temple Archive Voice_>), ('Flo Di Re', <Character id:None[http] name:_Jocasta Nu_>), ('Liam Neeson', <Character id:None[http] name:_Qui-Gon Jinn_>), ('Bryce Dallas Howard', <Character id:None[http] name:_Yaddle_>)]","['Ian McDiarmid', 'Corey Burton', 'Meg Marchand', 'Flo Di Re', 'Liam Neeson', 'Bryce Dallas Howard']","[<Character id:None[http] name:_Darth Sidious_>, <Character id:None[http] name:_Dooku_>, <Character id:None[http] name:_Jedi Temple Archive Voice_>, <Character id:None[http] name:_Jocasta Nu_>, <Character id:None[http] name:_Qui-Gon Jinn_>, <Character id:None[http] name:_Yaddle_>]","""The Sith Lord"" tells the story of Count Dooku's descent into the dark side. It portrays his growing disillusionment with the corruption and inaction of the Jedi Order and the Republic. He seeks guidance from a mysterious figure who reveals a different path: the power and control offered by the Sith. The episode culminates with Dooku making the final decision to fully embrace the dark side and declare himself Darth Tyranus, a Sith Lord.
"
7073564,Attack of the Clones,No rating available,2016,"[(""Liam O'Mara"", <Character id:None[http] name:_Almost Everyone_>), ('Logan Carew', <Character id:None[http] name:_Alarm System_>)]","[""Liam O'Mara"", 'Logan Carew']","[<Character id:None[http] name:_Almost Everyone_>, <Character id:None[http] name:_Alarm System_>]","Okay, here's a brief plot summary for ""Attack of the Clones"" (the movie, as specified, not just the overall Prequel Trilogy):

Years after the events of ""The Phantom Menace,"" former Padawan Obi-Wan Kenobi is now a Jedi Knight and is tasked with protecting Senator Padmé Amidala, who is targeted for assassination. The attempt on Padmé's life leads Obi-Wan to investigate a mysterious clone army being created on the planet Kamino, while Anakin Skywalker, Obi-Wan's Padawan, struggles with his forbidden feelings for Padmé as they hide out on Naboo. Obi-Wan discovers the Clone Army was ordered by the Jedi Master Sifo-Dyas a decade prior and the Separatist movement, led by former Jedi Count Dooku, is amassing a droid army. Ultimately, the film culminates in the Battle of Geonosis, where the Clone Army is used for the first time against the Separatist droid army, officially beginning the Clone Wars.
"
850752,Cat and Mouse,7.2,1993,"[('Christopher Ellison', <Character id:None[http] name:_D.I. Burnside_>), ('Andrew Mackintosh', <Character id:None[http] name:_D.S. Greig_>), ('Trudie Goodwin', <Character id:None[http] name:_W.P.C. Ackland_>), ('Andrew Paul', <Character id:None[http] name:_P.C. Quinnan_>), ('Kerry Peers', <Character id:None[http] name:_W.P.C. Croft_>), ('Huw Higginson', <Character id:None[http] name:_P.C. Garfield_>), ('Seeta Indrani', <Character id:None[http] name:_W.P.C. Datta_>), ('Tom Butcher', <Character id:None[http] name:_P.C. Loxton_>), ('Stephen Beckett', <Character id:None[http] name:_P.C. Jarvis_>), ('Louise Harrison', <Character id:None[http] name:_W.P.C. Harris_>), ('Mary Jo Randle', <Character id:None[http] name:_W.D.C. Morgan_>), ('Patrick Field', <Character id:None[http] name:_Owen Taylor_>), ('Natalie Roles', <Character id:None[http] name:_Mandy Cartwright_>), ('Tony Mathews', <Character id:None[http] name:_Cosgrove_>), ('Antony Marsh', <Character id:None[http] name:_Mr. Graham_>), ('Jenny Twigge', <Character id:None[http] name:_Mrs. Graham_>), ('Pauline Taylor', <Character id:None[http] name:_Ada Larson_>), ('Tessa Wyatt', <Character id:None[http] name:_Mrs. Bowen_>), ('Paul Rainbow', <Character id:None[http] name:_Solicitor_>), ('Glen Cunningham', <Character id:None[http] name:_Man in Snooker Club_>)]","['Christopher Ellison', 'Andrew Mackintosh', 'Trudie Goodwin', 'Andrew Paul', 'Kerry Peers', 'Huw Higginson', 'Seeta Indrani', 'Tom Butcher', 'Stephen Beckett', 'Louise Harrison', 'Mary Jo Randle', 'Patrick Field', 'Natalie Roles', 'Tony Mathews', 'Antony Marsh', 'Jenny Twigge', 'Pauline Taylor', 'Tessa Wyatt', 'Paul Rainbow', 'Glen Cunningham']","[<Character id:None[http] name:_D.I. Burnside_>, <Character id:None[http] name:_D.S. Greig_>, <Character id:None[http] name:_W.P.C. Ackland_>, <Character id:None[http] name:_P.C. Quinnan_>, <Character id:None[http] name:_W.P.C. Croft_>, <Character id:None[http] name:_P.C. Garfield_>, <Character id:None[http] name:_W.P.C. Datta_>, <Character id:None[http] name:_P.C. Loxton_>, <Character id:None[http] name:_P.C. Jarvis_>, <Character id:None[http] name:_W.P.C. Harris_>, <Character id:None[http] name:_W.D.C. Morgan_>, <Character id:None[http] name:_Owen Taylor_>, <Character id:None[http] name:_Mandy Cartwright_>, <Character id:None[http] name:_Cosgrove_>, <Character id:None[http] name:_Mr. Graham_>, <Character id:None[http] name:_Mrs. Graham_>, <Character id:None[http] name:_Ada Larson_>, <Character id:None[http] name:_Mrs. Bowen_>, <Character id:None[http] name:_Solicitor_>, <Character id:None[http] name:_Man in Snooker Club_>]","In the Clone Wars episode ""Cat and Mouse,"" Anakin Skywalker is tasked with breaking through a Separatist blockade surrounding the planet Christophsis. He discovers that the blockade is commanded by Admiral Trench, a cunning and ruthless Separatist commander known for his strategic brilliance. Anakin employs a risky and unorthodox strategy, using a cloaked experimental vessel to sneak past the blockade, but Trench anticipates his moves. A tense game of cat and mouse ensues as Anakin tries to outwit Trench and deliver supplies to the besieged Republic forces on Christophsis.
"
10261434,Hidden Enemy,No rating available,1958,[],[],[],"In the Clone Wars episode ""Hidden Enemy,"" Obi-Wan Kenobi and Anakin Skywalker investigate a Separatist victory on Christophsis that seems impossible, suspecting a traitor within the clone ranks. They conduct a series of strategic tests and interrogations to expose the leak, eventually leading them to Clone Trooper Slick, who is revealed to be working with the Separatists. Slick's motivation is disillusionment with the Republic and the war's endless destruction. He is ultimately apprehended, preventing further sabotage.
"
13116680,The Clone Wars,No rating available,2019,[],[],[],"Based on the IMDb ID provided (13116680), the specific episode is **""The Bad Batch"" (Season 7, Episode 1) of *Star Wars: The Clone Wars***.

**Plot Summary:**

The episode follows a group of clone troopers known as Clone Force 99, or ""The Bad Batch,"" who are genetically modified with desirable mutations that make them exceptional soldiers. During a battle on Anaxes, Captain Rex suspects that the Separatists are somehow anticipating Republic strategies. He enlists the help of the Bad Batch to investigate a Separatist cyber center on Anaxes and uncover the source of the Republic's tactical leaks, suspecting a possible connection to Echo, a clone trooper believed to be dead.
"
1707609,Clone Cadets,7.8,2010,"[('Dee Bradley Baker', <Character id:None[http] name:_Clone Troopers_>), ('Larry Brandenburg', [<Character id:[http] name:_Bric_>, <Character id:None[http] name:_Medical Droid_>]), ('Nolan North', [<Character id:[http] name:_El-Les_>, <Character id:None[http] name:_Computer_>]), ('Tasia Valenza', <Character id:None[http] name:_Shaak Ti_>), ('Bob Bergen', <Character id:None[http] name:_Lama Su_>), ('Tom Kane', <Character id:None[http] name:_Narrator_>)]","['Dee Bradley Baker', 'Larry Brandenburg', 'Nolan North', 'Tasia Valenza', 'Bob Bergen', 'Tom Kane']","[<Character id:None[http] name:_Clone Troopers_>, [<Character id:[http] name:_Bric_>, <Character id:None[http] name:_Medical Droid_>], [<Character id:[http] name:_El-Les_>, <Character id:None[http] name:_Computer_>], <Character id:None[http] name:_Shaak Ti_>, <Character id:None[http] name:_Lama Su_>, <Character id:None[http] name:_Narrator_>]","In ""Clone Cadets,"" we follow the training of Domino Squad, a group of clone cadets considered failures due to their inability to work as a team. Led by the stern and demanding Sergeant Bric and El-Les, they struggle through various combat simulations and exercises on Kamino. Their flaws lead to frequent failures, threatening their potential to become soldiers. Through perseverance and a growing understanding of their individual strengths, they eventually learn to rely on each other and pass their final test, earning their place in the Grand Army of the Republic.
"
1707624,Supply Lines,6.9,2010,"[('Phil LaMarr', [<Character id:[http] name:_Bail Organa_>, <Character id:None[http] name:_Orn Free Taa_>, <Character id:None[http] name:_TX-20_>]), ('Dee Bradley Baker', [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Toydarian Minister #2_>]), ('Brian George', [<Character id:[http] name:_King Katuunko_>, <Character id:None[http] name:_Male Twi'lek_>]), ('Robin Atkin Downes', [<Character id:[http] name:_Master Di_>, <Character id:None[http] name:_Cham Syndulla_>, <Character id:None[http] name:_Toydarian Minister #1_>]), ('Gideon Emery', [<Character id:[http] name:_Lott Dod_>, <Character id:None[http] name:_Toydarian Guard_>]), ('Ahmed Best', [<Character id:[http] name:_Jar Jar_>, <Character id:None[http] name:_Defense Minister_>]), ('James Arnold Taylor', [<Character id:[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Admiral Dao_>]), (""Terrence 'T.C.' Carson"", [<Character id:[http] name:_Mace Windu_>, <Character id:None[http] name:_Justice Minister_>]), ('Corey Burton', [<Character id:[http] name:_Count Dooku_>, <Character id:None[http] name:_Gobi Glie_>]), ('Tom Kane', [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>]), ('Matthew Wood', <Character id:None[http] name:_Battle Droids_>)]","['Phil LaMarr', 'Dee Bradley Baker', 'Brian George', 'Robin Atkin Downes', 'Gideon Emery', 'Ahmed Best', 'James Arnold Taylor', ""Terrence 'T.C.' Carson"", 'Corey Burton', 'Tom Kane', 'Matthew Wood']","[[<Character id:[http] name:_Bail Organa_>, <Character id:None[http] name:_Orn Free Taa_>, <Character id:None[http] name:_TX-20_>], [<Character id:[http] name:_Clone Troopers_>, <Character id:None[http] name:_Toydarian Minister #2_>], [<Character id:[http] name:_King Katuunko_>, <Character id:None[http] name:_Male Twi'lek_>], [<Character id:[http] name:_Master Di_>, <Character id:None[http] name:_Cham Syndulla_>, <Character id:None[http] name:_Toydarian Minister #1_>], [<Character id:[http] name:_Lott Dod_>, <Character id:None[http] name:_Toydarian Guard_>], [<Character id:[http] name:_Jar Jar_>, <Character id:None[http] name:_Defense Minister_>], [<Character id:[http] name:_Obi-Wan Kenobi_>, <Character id:None[http] name:_Admiral Dao_>], [<Character id:[http] name:_Mace Windu_>, <Character id:None[http] name:_Justice Minister_>], [<Character id:[http] name:_Count Dooku_>, <Character id:None[http] name:_Gobi Glie_>], [<Character id:[http] name:_Narrator_>, <Character id:None[http] name:_Yoda_>], <Character id:None[http] name:_Battle Droids_>]","In ""Supply Lines,"" Senator Bail Organa embarks on a dangerous mission to deliver crucial supplies to the besieged planet of Ryloth, which is under Separatist blockade. He is accompanied by Jar Jar Binks, who unknowingly becomes a useful decoy. After several harrowing encounters with the Separatist fleet led by Admiral Trench, Bail manages to get the supplies through, helping the Republic forces on Ryloth gain a much-needed advantage.
"
506351,Ambush,8,1957,"[('Richard Greene', <Character id:None[http] name:_Robin Hood_>), ('Alexander Gauge', <Character id:None[http] name:_Friar Tuck_>), (""Bernadette O'Farrell"", <Character id:None[http] name:_Maid Marian_>), ('Archie Duncan', <Character id:None[http] name:_Little John_>), ('Alan Wheatley', <Character id:None[http] name:_Sheriff of Nottingham_>), ('Donald Pleasence', <Character id:None[http] name:_Prince John_>), ('Peter Asher', <Character id:None[http] name:_Prince Arthur_>), ('Dorothy Alison', <Character id:None[http] name:_Duchess Constance_>), ('Victor Woolf', <Character id:None[http] name:_Derwent_>), ('Peter Bennett', <Character id:None[http] name:_Edwin_>), (""Shaun O'Riordan"", <Character id:None[http] name:_Prince John's Captain_>), ('Edward Mulhare', <Character id:None[http] name:_Courtier_>), ('Martin Lane', <Character id:None[http] name:_Spy_>), ('Jim Brady', <Character id:None[http] name:_Outlaw_>), ('Fred Goddard', <Character id:None[http] name:_Cedric_>)]","['Richard Greene', 'Alexander Gauge', ""Bernadette O'Farrell"", 'Archie Duncan', 'Alan Wheatley', 'Donald Pleasence', 'Peter Asher', 'Dorothy Alison', 'Victor Woolf', 'Peter Bennett', ""Shaun O'Riordan"", 'Edward Mulhare', 'Martin Lane', 'Jim Brady', 'Fred Goddard']","[<Character id:None[http] name:_Robin Hood_>, <Character id:None[http] name:_Friar Tuck_>, <Character id:None[http] name:_Maid Marian_>, <Character id:None[http] name:_Little John_>, <Character id:None[http] name:_Sheriff of Nottingham_>, <Character id:None[http] name:_Prince John_>, <Character id:None[http] name:_Prince Arthur_>, <Character id:None[http] name:_Duchess Constance_>, <Character id:None[http] name:_Derwent_>, <Character id:None[http] name:_Edwin_>, <Character id:None[http] name:_Prince John's Captain_>, <Character id:None[http] name:_Courtier_>, <Character id:None[http] name:_Spy_>, <Character id:None[http] name:_Outlaw_>, <Character id:None[http] name:_Cedric_>]","In ""Ambush,"" Yoda, accompanied by three clone troopers (Jek, Rys, and Thire), is tasked with proving the Republic's worth to King Katuunko of the planet Toydaria. Katuunko is weighing whether to join the Republic or remain neutral in the war. While awaiting Katuunko's arrival, Yoda and the clones are ambushed by Separatist droids, led by Asajj Ventress. They are vastly outnumbered and must use their wits and the Force to survive the onslaught, demonstrating courage and resourcefulness to Katuunko who observes their actions from afar. Ultimately, Yoda and the clones' bravery convinces Katuunko to align Toydaria with the Republic.
"
